1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000200000020020001001100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020022001001100
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000200000020020001001010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020201001010
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000020020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000000002020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000000022001201100
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000020020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000000002020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000000000020201201010
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200020020001001100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000000000000200000020001201100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000002000000200000020001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000022001001100
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200020020001001010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000000000000200000020001201010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000002000000200000020001001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000200000020201001010
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000000020020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000200000020001001102
1;000000000000000000000000000000022001001102
